"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1336606417","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1336606417","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1336606417","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1336606417","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1871560607","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1871560607","1021 Morehead Medical Dr","Suite A","Charlotte","NC","282042990","US","9804422000","",""
"1871621151","2101 Shiloh Church Rd","Suite 101","Davidson","NC","280367601","US","7044393700","",""
"1679602957","9726 Sam Furr Rd","","Huntersville","NC","280788218","US","7048013310","",""
"1679602957","309 S Sharon Amity Rd","Suite 100","Charlotte","NC","282112978","US","7044462360","",""
"1386773828","5641 Poplar Tent Rd","Suite 101","Concord","NC","280277533","US","7047821955","",""
"1659400109","1106 Reynolds St","Suite 100","Monroe","NC","281124375","US","7042895443","",""
"1659400109","1801 Rozzelles Ferry Rd","","Charlotte","NC","282084228","US","7044469987","",""
"1033659404","3025 Springbank Ln","Suite 100","Charlotte","NC","282263362","US","7044462620","",""
"1033659404","101 E W T Harris Blvd","Suite 1121","Charlotte","NC","282623485","US","7047172000","",""
"1033659404","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1033659404","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1083743074","4525 Cameron Valley Pkwy","Suite 4100","Charlotte","NC","282114369","US","7043028320","",""
"1083743074","1025 Morehead Medical Dr","Suite 200","Charlotte","NC","282042963","US","7043550607","",""
"1083743074","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1083743074","4525 Cameron Valley Pkwy","","Charlotte","NC","282114369","US","7043555100","",""
"1649309675","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1649309675","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1033249560","200 Medical Park Dr","Suite 230","Concord","NC","280252982","US","7044031349","",""
"1033249560","10650 Park Rd","Suite 220","Charlotte","NC","282108538","US","7046673840","",""
"1033249560","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1033249560","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1497886238","923 N 2nd St","Suite 105","Albemarle","NC","280013317","US","7044031877","",""
"1497886238","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1306977160","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1508036328","1333 S Dickinson Dr","Suite 240","Leland","NC","284516430","US","9103320241","",""
"1508036328","7420 Market St","","Wilmington","NC","284119453","US","9106862525","",""
"1508036328","5145 S College Rd","","Wilmington","NC","284122207","US","9107921144","",""
"1508036328","510 Carolina Bay Dr","Suite 110","Wilmington","NC","284032041","US","9106626000","",""
"1083884837","2131 S 17th St","","Wilmington","NC","284017407","US","9108155830","",""
"1487824199","1900 Brunswick Ave","","Charlotte","NC","282071822","US","7043041110","",""
"1487824199","2550 Court Dr","Suite 202","Gastonia","NC","280542152","US","7048612290","",""
"1487824199","307 Yadkin St","","Albemarle","NC","280013441","US","9803236180","",""
"1487824199","1656 Riverchase Blvd","Suite 2500","Rock Hill","SC","297322084","US","8033273456","",""
"1235522426","1025 Morehead Medical Dr","Suite 300","Charlotte","NC","282042963","US","7043551813","",""
"1235522426","4525 Cameron Valley Pkwy","Suite 1600","Charlotte","NC","282114369","US","7045123800","",""
"1235522426","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1235522426","1437 Scott Ave","","Charlotte","NC","282035843","US","7044465860","",""
"1225090764","7810 Providence Rd","Suite 101","Charlotte","NC","282262954","US","7044461700","",""
"1225090764","1025 Morehead Medical Dr","Suite 400","Charlotte","NC","282042963","US","7044461700","",""
"1225090764","16455 Statesville Rd","Suite 480","Huntersville","NC","280787135","US","7048963370","",""
"1225090764","4525 Cameron Valley Pkwy","Suite 2500","Charlotte","NC","282114369","US","7044461700","",""
"1336414168","2131 S 17th St","","Wilmington","NC","284017407","US","9106673000","",""
"1336414168","509 Olde Waterford Way","","Leland","NC","284514125","US","9107635182","",""
"1245554518","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1245554518","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1245554518","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1245554518","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1649239369","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1649239369","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1649239369","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1649239369","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1346209095","1001 Blythe Blvd","Suite 200D","Charlotte","NC","282035866","US","7043731813","",""
"1346209095","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1346209095","1001 Blythe Blvd","Suite 300 - Pediatric Cardiovascular Surgery","Charlotte","NC","282035866","US","7043730212","",""
"1346209095","1001 Blythe Blvd","Suite 300 - Thoracic Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1639411275","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032660","",""
"1639411275","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1639411275","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1558603795","1025 Morehead Medical Dr","Suite 600","Charlotte","NC","282042963","US","7043558816","",""
"1609836279","5145 S College Rd","","Wilmington","NC","284122207","US","9107921144","",""
"1609836279","1960 S 16th St","","Wilmington","NC","284016676","US","9103439991","",""
"1609836279","7420 Market St","","Wilmington","NC","284119453","US","9106862525","",""
"1609836279","800 Jefferson St","Suite 112","Whiteville","NC","284723710","US","9106428164","",""
"1063701019","134 Medical Park Rd","Suite 111 - Adult Cardiology","Mooresville","NC","281178526","US","7048019100","",""
"1063701019","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1063701019","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126300","",""
"1063701019","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1861791121","1090 NE Gateway Ct NE","Suite 201","Concord","NC","280252414","US","7044037770","",""
"1689068009","111 W Grover St","","Shelby","NC","281503824","US","7044821006","",""
"1689068009","100 Medical Park Dr","Suite 210","Concord","NC","280252948","US","7044036100","",""
"1689068009","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1689068009","10650 Park Rd","Suite 220","Charlotte","NC","282108538","US","7046673840","",""
"1265757058","10650 Park Rd","Suite 220","Charlotte","NC","282108538","US","7046673840","",""
"1265757058","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1265757058","200 Medical Park Dr","Suite 230","Concord","NC","280252982","US","7044031349","",""
"1265757058","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1689135436","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1689135436","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126300","",""
"1689135436","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1689135436","134 Medical Park Rd","Suite 111 - Adult Cardiology","Mooresville","NC","281178526","US","7048019100","",""
"1427177138","1001 Blythe Blvd","Medical Center Plaza, Suite 601","Charlotte","NC","282035866","US","7043819900","",""
"1427177138","2544 Court Dr","Suite C","Gastonia","NC","280543450","US","7048675356","",""
"1427177138","2001 Vail Ave","","Charlotte","NC","282071248","US","7045125363","",""
"1427177138","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1639596653","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1639596653","101 E Wt Harris Blvd","Bldg 5000, Suite #5101","Charlotte","NC","282623485","US","7048635847","",""
"1063874204","4525 Cameron Valley Pkwy","Suite 1600","Charlotte","NC","282114369","US","7045123800","",""
"1063874204","1025 Morehead Medical Dr","Suite 200C","Charlotte","NC","282042963","US","7043550607","",""
"1063874204","400 E Morehead St","Suite 202","Charlotte","NC","282022610","US","7043550607","",""
"1134680663","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1134680663","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1134680663","1001 Blythe Blvd","Suite 300 - Thoracic Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1134680663","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1275705311","340 Jake Alexander Blvd W","Suite 101","Salisbury","NC","281471364","US","7044034900","",""
"1275705311","5651 Poplar Tent Rd","Suite 200","Concord","NC","280277530","US","7044037020","",""
"1114046141","10502 Park Rd","STE 150","Charlotte","NC","282108479","US","7046670520","",""
"1114046141","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1114046141","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032660","",""
"1578683397","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1003936295","332 N Trade St","Suite 1500","Matthews","NC","281051728","US","7045126820","",""
"1003936295","4501 Cameron Valley Pkwy","Suite 100","Charlotte","NC","282114297","US","7043677400","",""
"1003936295","6235 Blakeney Park Dr","Suite 100","Charlotte","NC","282775658","US","7045125060","",""
"1487979712","487 Lake Concord Rd NE","","Concord","NC","280252934","US","7044030100","",""
"1639131022","14508 James B White Hwy S","","Tabor City","NC","284638358","US","9106537000","",""
"1558756155","270 Copperfield Blvd NE","Suite 102","Concord","NC","280252441","US","7047866521","",""
"1558756155","123 Professional Park Dr","","Locust","NC","280977712","US","7044036760","",""
"1558756155","5651 Poplar Tent Rd","Suite 102","Concord","NC","280277530","US","7047824878","",""
"1558756155","8560 Cook St","","MT Pleasant","NC","281247686","US","7044366521","",""
"1225423809","14214 Ballantyne Lake Rd","Suite 150B","Charlotte","NC","282773372","US","7048634878","",""
"1225423809","5735 Prosperity Crossing Dr","Suite 2100","Charlotte","NC","282691360","US","7048634878","",""
"1225423809","5651 Poplar Tent Rd","Suite 102","Concord","NC","280277530","US","7047824878","",""
"1225423809","1585 Forney Creek Pkwy","Suite 2100","Denver","NC","280379514","US","7044890365","",""
"1316900947","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1316900947","4539 Hedgemore Dr","Suite 100","Charlotte","NC","282093276","US","7043319669","",""
"1316900947","1025 Morehead Medical Dr","Suite 200","Charlotte","NC","282042963","US","7043550607","",""
"1316900947","1025 Morehead Medical Dr","Suite 200C","Charlotte","NC","282042963","US","7043550607","",""
"1063475226","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126300","",""
"1063475226","134 Medical Park Rd","Suite 111 - Adult Cardiology","Mooresville","NC","281178526","US","7048019100","",""
"1063475226","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1063475226","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1366806317","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1366806317","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1366806317","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1366806317","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1336465988","2700 Providence Rd S","Ste 200","Waxhaw","NC","281736313","US","7046676725","",""
"1336465988","1550 Faulk St","Suite 2100","Monroe","NC","281125086","US","7042892553","",""
"1336465988","6030 W Highway 74","Suite B","Indian Trail","NC","280793468","US","7042892553","",""
"1336465988","1054 Burrage Rd NE","","Concord","NC","280252910","US","7044037800","",""
"1558534768","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1558534768","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1558534768","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1558534768","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1124291380","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1124291380","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1124291380","201 E Grover St","","Shelby","NC","281503917","US","9804873678","",""
"1124291380","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1245673250","332 N Trade St","Suite 1500","Matthews","NC","281051728","US","7045126820","",""
"1013336833","112 Medical Village Dr","Suite G","Wallace","NC","284661668","US","9102850333","",""
"1013336833","1960 S 16th St","","Wilmington","NC","284016676","US","9103439991","",""
"1013336833","5145 S College Rd","","Wilmington","NC","284122207","US","9107921144","",""
"1013336833","7420 Market St","","Wilmington","NC","284119453","US","9106862525","",""
"1336535822","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1336535822","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1336535822","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1336535822","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1265656094","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1265656094","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1265656094","10650 Park Rd","Suite 220","Charlotte","NC","282108538","US","7046673840","",""
"1265656094","16455 Statesville Rd","Suite 490","Huntersville","NC","280787135","US","7048631950","",""
"1912326315","355 Ridge Ave","","Evanston","IL","602023328","US","8473162235","","8473162491"
"1235353673","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1235353673","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1235353673","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1235353673","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1114160652","4525 Cameron Valley Pkwy","Suite 4100","Charlotte","NC","282114369","US","7043028320","",""
"1619321882","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1619321882","920 Church St N","","Concord","NC","280252927","US","7044033664","",""
"1619321882","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1619321882","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1215324371","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1215324371","4525 Cameron Valley Pkwy","Suite 1600","Charlotte","NC","282114369","US","7045123800","",""
"1659597169","1960 S 16th St","","Wilmington","NC","284016676","US","9103439991","",""
"1659597169","800 Jefferson St","Suite 112","Whiteville","NC","284723710","US","9106428164","",""
"1659597169","5145 S College Rd","","Wilmington","NC","284122207","US","9107921144","",""
"1659597169","7420 Market St","","Wilmington","NC","284119453","US","9106862525","",""
"1164842167","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1164842167","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1164842167","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1164842167","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1336365360","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1336365360","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1336365360","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1336365360","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1215154422","315 Weathers St","","Shelby","NC","281503951","US","9804872720","",""
"1215154422","1656 Riverchase Blvd","Suite 3400","Rock Hill","SC","297322084","US","8033286281","",""
"1215154422","704 Gold Hill Rd","Suite 207","Fort Mill","SC","297158906","US","8038025900","",""
"1306063128","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032660","",""
"1003133737","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1003133737","2630 E 7th St","Ste 100","Charlotte","NC","282044318","US","7043559484","",""
"1003133737","1090 Vinehaven Dr NE","","Concord","NC","280252438","US","7044037580","",""
"1003133737","14214 Ballantyne Lake Rd","Ste 200","Charlotte","NC","282773372","US","7046672681","",""
"1598022089","441 McAlister Rd","Suite 1200","Lincolnton","NC","280924126","US","9802126200","",""
"1598022089","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1598022089","1021 Morehead Medical Dr","Suite 6100","Charlotte","NC","282042990","US","9804422000","",""
"1548604317","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1548604317","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1548604317","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1417121427","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1417121427","704 Gold Hill Rd","Suite 1200","Fort Mill","SC","297158906","US","7046673380","",""
"1417121427","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1417121427","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1427478908","200 Medical Park Dr","Suite 250","Concord","NC","280252982","US","7044036350","",""
"1396132734","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1396132734","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1396132734","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1396132734","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1396910709","101 E Wt Harris Blvd","Ste 5500","Charlotte","NC","282623485","US","7048636160","",""
"1669428975","410 W King St","","Kings Mountain","NC","280863349","US","7042950001","",""
"1669428975","860 Summit Crossing Pl","Suite 110","Gastonia","NC","280542216","US","7048653937","",""
"1023076148","1333 S Dickinson Dr","Suite 110","Leland","NC","284516430","US","9103996543","",""
"1023076148","510 Carolina Bay Dr","Suite 100","Wilmington","NC","284032041","US","9103380795","",""
"1033400981","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1033400981","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1033400981","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1033400981","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1598057986","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1598057986","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1598057986","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1598057986","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1467710228","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1467710228","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1467710228","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1467710228","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1255829768","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1255829768","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1255829768","1021 Morehead Medical Dr","Suite A","Charlotte","NC","282042990","US","9804422000","",""
"1255829768","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1245598952","1333 S Dickinson Dr","Suite 110","Leland","NC","284516430","US","9103996543","",""
"1245598952","510 Carolina Bay Dr","Suite 100","Wilmington","NC","284032041","US","9103380795","",""
"1871715987","2101 Shiloh Church Rd","Suite 202","Davidson","NC","280367601","US","7044393770","",""
"1871715987","105 Yadkin St","Suite 102","Albemarle","NC","280013449","US","9803235330","",""
"1083836555","10650 Park Rd","Suite 300","Charlotte","NC","282108538","US","7046673960","",""
"1497047633","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1497047633","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1497047633","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126300","",""
"1497047633","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1154371151","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032662","",""
"1144266982","201 E Grover St","","Shelby","NC","281503917","US","9804872600","",""
"1144266982","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1144266982","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1144266982","15830 Ballantyne Medical Pl","Suite 200","Charlotte","NC","282774653","US","9804429600","",""
"1093126310","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1093126310","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1093126310","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1093126310","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1598717829","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1598717829","1021 Morehead Medical Dr","Suite A","Charlotte","NC","282042990","US","9804422000","",""
"1679707111","1025 Morehead Medical Dr","Suite 500, 5th Floor","Charlotte","NC","282042963","US","7043553149","",""
"1679865232","15110 John J Delaney Dr","Suite 100","Charlotte","NC","282773544","US","7045125100","",""
"1679865232","10628 Park Rd","","Charlotte","NC","282108407","US","7045127562","",""
"1679865232","13640 Steelecroft Pkwy","Suite 240","Charlotte","NC","282787565","US","7045123860","",""
"1124439021","1656 Riverchase Blvd","Suite 2400","Rock Hill","SC","297322084","US","8033295131","",""
"1356576649","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1356576649","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1356576649","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1356576649","1781 Tate Blvd SE","","Hickory","NC","286024251","US","7043818840","",""
"1861627903","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461544","",""
"1861627903","821 E King St","","Kings Mountain","NC","280863186","US","9804872850","",""
"1861627903","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126230","",""
"1861627903","335A W College Ave","","Shelby","NC","281528111","US","9804872870","",""
"1568953099","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1568953099","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1568953099","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1568953099","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1396792693","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1669639522","6025 Blakeney Park Dr","Suite 100","Charlotte","NC","282775703","US","7046674480","",""
"1669639522","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1669639522","3193 W Highway 74","","Monroe","NC","281108437","US","7046984089","",""
"1669639522","231 S Sharon Amity Rd","","Charlotte","NC","282112803","US","7043046400","",""
"1063772374","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1063772374","4501 Cameron Valley Pkwy","Suite 100","Charlotte","NC","282114297","US","7043677400","",""
"1063772374","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1063772374","6235 Blakeney Park Dr","Suite 100","Charlotte","NC","282775658","US","7045125060","",""
"1376803692","920 Church St N","","Concord","NC","280252927","US","7044033664","",""
"1013964485","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1013964485","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1013964485","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1013964485","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1881648723","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1881648723","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1881648723","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1881648723","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1053546861","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1265487763","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1265487763","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1265487763","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1265487763","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1104036524","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1073553269","510 Carolina Bay Dr","Suite 110","Wilmington","NC","284032041","US","9106626000","",""
"1073553269","1960 S 16th St","","Wilmington","NC","284016676","US","9103439991","",""
"1073553269","5145 S College Rd","","Wilmington","NC","284122207","US","9107921144","",""
"1073553269","1333 S Dickinson Dr","Suite 240","Leland","NC","284516430","US","9103320241","",""
"1609195080","10628 Park Rd","","Charlotte","NC","282108407","US","7045127562","",""
"1609195080","15110 John J Delaney Dr","Suite 100","Charlotte","NC","282773544","US","7045125100","",""
"1609195080","1656 Riverchase Blvd","Suite 3600","Rock Hill","SC","297322084","US","8033247606","",""
"1396193637","4525 Cameron Valley Pkwy","","Charlotte","NC","282114369","US","7043555100","",""
"1396193637","4525 Cameron Valley Pkwy","Suite 1600","Charlotte","NC","282114369","US","7045123800","",""
"1396193637","10650 Park Rd","Suite 300","Charlotte","NC","282108538","US","7046673960","",""
"1396193637","1025 Morehead Medical Dr","Suite 500","Charlotte","NC","282042963","US","7044462320","",""
"1427318146","1000 Blythe Blvd","","Charlotte","NC","282035812","US","7045125363","",""
"1427318146","2001 Vail Ave","","Charlotte","NC","282071248","US","7045125363","",""
"1427318146","10628 Park Rd","","Charlotte","NC","282108407","US","7045125363","",""
"1427318146","8800 N Tryon St","","Charlotte","NC","282623300","US","7045125363","",""
"1487697801","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1487697801","10650 Park Rd","Suite 220","Charlotte","NC","282108538","US","7046673840","",""
"1487697801","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
